OF_ID,createTime,updateTime,finishTime,Location_ST,Location_City,Location_State,Location_StateFIPS,Location_Zip,x,y,marketname,Market_Website,Market_Facebook,Market_Twitter,season1_date,season1_time,season1_notes,season1_products,season2_date,season2_time,season2_notes,season2_products,season3_date,season3_time,season3_notes,season3_products,season4_date,season4_time,season4_notes,season4_products,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_11,Product_12,Product_13,Product_14,Product_15,Product_16,Product_17,Product_18,Product_19,Product_20,Product_21,Product_22,Product_23,Product_24,Product_25,Product_26,Product_27,Product_28,ActivityList,Activity_1,Activity_2,Activity_3,Activity_4,Activity_5,Activity_6,Activity_7,Activity_8,Activity_9,Activity_10,Activity_11,FacilitiesList,Facilities_1,Facilities_2,Facilities_3,Facilities_4,Facilities_5,Payment_2,Payment_3,Payment_4,Payment_1
4015224,,8/13/2014 21:40,,3424 E. Douglas Road,Ft. Collins,Colorado,8,80524,-105.031185,40.694011,Bartels Land and Livestock Upick and Pumpkin Patch,llavud@frii.com,https://www.facebook.com/pages/The-Bartels-Pumpkin-Patch/137755902661,,07/01/2014 to 11/01/2014,Mon: 10:00 AM - 6:00 PM;Tue: 10:00 AM - 6:00 PM;Wed: 10:00 AM - 6:00 PM;Thu: 10:00 AM - 6:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;Sun: 10:00 AM - 6:00 PM;,,Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4001375,,9/16/2014 12:17,9/16/2014 12:17,33 Bartlett Farm Road,Nantucket,Massachusetts,25,2554,-70.133123,41.256643,Bartlett's Ocean View Farm,www.bartlettsfarm.com,https://www.facebook.com/Bartlett'sFarm,https://www.twitter.com/BartlettsFarm,01/08/2015 to 12/22/2015,,Hours change throughout the year. Please check the website for up to date hours.,Baked goods; Bedding plants; Canned or preserved food; Coffee and/or tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish and/or seafood; Herbs; Fresh fruits; Fresh vegetables; Honey; Juices; Maple products; Mushrooms; Nursery stock; Nuts; Poultry products; Prepared foods; Non-poultry meat; Soap; Wine;,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Pick Your Own/U-Pick operation; ",1,1,1,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,1
4004483,,7/28/2014 13:15,7/28/2014 13:15,W7402 Fox Trail Rd.,Shell Lake,Wisconsin,55,54871,-91.913566,45.764247,Bashaw Valley Farm & Greenhouse,bashawvalley@gmail.com,,,01/01/2014 to 12/31/2014,,,Bedding plants; Canned or preserved food; Eggs; Fresh fruits; Honey; Maple products; Nursery stock; Non-poultry meat;,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,1,0
4001373,,8/29/2014 20:44,8/29/2014 20:44,7964 Daus Rd.,Cass City,Michigan,26,48726,-83.118298,43.645862,Battel's Sugar Bush and Heritage Farm,www.battelsyrup.weebly.com,https://www.facebook.com/battelsyrup,,03/01/2015 to 03/31/2015,Sat: 10:00 AM - 6:00 PM;,"Stop in if you see steam coming from the sugarshack, or call to see when we're in the woods.",Maple products;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Family/ youth activities;  Tours of manufacturing facilities; Petting zoo; ,0,1,0,1,0,1,0,0,0,1,0,,0,0,0,0,0,1,1,0,0
4017422,9/10/2014 9:00,3/26/2015 8:43,3/26/2015 8:43,1015 Baugher Road,Westminster,Maryland,24,21158,-77.0502021,39.602082,Baugher's Orchard & Farm,www.baughers.com,baughers,,04/25/2015 to 11/25/2015,Mon: 8:00 AM - 6:00 PM;Tue: 8:00 AM - 6:00 PM;Wed: 8:00 AM - 6:00 PM;Thu: 8:00 AM - 6:00 PM;Fri: 8:00 AM - 6:00 PM;Sat: 8:00 AM - 6:00 PM;Sun: 8:00 AM - 6:00 PM;,"April, early May & November hours may differ slightly.  Best to call:  410-857-0111 to check open times for those months.","Baked goods; Bedding plants; Canned or preserved food; Crafts and/or woodworking items; Dairy products; Eggs; Fresh fruits; Fresh vegetables; Honey; Juices; Maple products; Canning, Freezing & Kitchen supplies,  Ice Cream;",,,,,,,,,,,,,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; Petting zoo; ,0,0,0,0,1,0,0,0,0,1,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4013351,,7/30/2014 12:18,7/30/2014 12:18,4241 Johnson Avenue N.W.,Cedar Rapids,Iowa,19,52405,-91.726645,41.970148,Baumhoefeners Red Barn Market,www.redbarnmarket.net,http:/www.facebook.com/BaumhoefenersRedBarnMarket,,04/01/2014 to 10/01/2014,Mon: 10:00 AM - 5:00 PM;Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 4:00 PM;Sun: 12:00 AM - 4:00 PM;,,Baked goods; Bedding plants; Canned or preserved food; Cut flowers; Dry beans; Eggs; Herbs; Fresh fruits; Fresh vegetables; Grains and/or flour; Honey; Maple products; Nursery stock; Nuts; Poultry products; Soap; Tofu; Wild harvested forest products;,10/01/2014 to 04/01/2015,Thu: 10:00 AM - 4:00 PM;Fri: 10:00 AM - 4:00 PM;Sat: 10:00 AM - 4:00 PM;,,Baked goods; Canned or preserved food; Dry beans; Eggs; Herbs; Fresh vegetables; Grains and/or flour; Honey; Soap; Tofu;,,,,,,,,,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,Educational tours/ classes; Family/ youth activities;  ,0,1,0,1,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,1,1,0
4001370,,7/26/2014 19:28,7/26/2014 19:28,178 Beachview Avenue,Manahawkin,New Jersey,34,8050,-74.2509139,39.7301044,Beach View Farms,http://www.beachviewfarms.com,https://www.facebook.com/beachviewfarms,,03/01/2014 to 11/25/2014,Tue: 9:00 AM - 4:00 PM;Wed: 9:00 AM - 4:00 PM;Thu: 9:00 AM - 4:00 PM;Fri: 9:00 AM - 4:00 PM;Sat: 9:00 AM - 4:00 PM;,,Bedding plants; Crafts and/or woodworking items; Cut flowers; Eggs; Herbs; Fresh fruits; Fresh vegetables; Honey; Nursery stock;,,,,,,,,,,,,,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  Pick Your Own/U-Pick operation; Hay rides; ",0,1,1,1,1,0,0,1,0,0,0,Picnic areas without tables; ,0,0,1,0,0,1,0,0,0
4004482,,7/30/2014 11:40,7/30/2014 11:40,1934 Matney Flats Rd,Wytheville,Virginia,51,24382,-81.0783909,36.8754143,Beagle Ridge Herb Farm,www.beagleridgeherbfarm.com,https://www.facebook.com/beagleridge,,,Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,"we are open May - Oct except by appointment, group tours welcome any time",Soap;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;   Other: butterfly house, hiking trails etc.;",1,1,1,1,0,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4000670,,8/1/2014 11:34,8/1/2014 11:34,10137 Preston Rd. just off Mondon Hill Road,Brooksville,Florida,12,34601,-82.3380549,28.5530743,Beasley Farm of Brooksville,beasleyfarmbrooksville.blogspot.com or Beasley Farm facebook,https://www.facebook.com/pages/Beasley-Farms/246402592050005?fref=ts,,01/01/2014 to 12/31/2014,,"Produce barn at farm open daily 8-6, Friday in Spring Hill 7-4 and Saturday 10-3 market",Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,0,0,0
4012407,,8/2/2014 5:28,8/2/2014 5:28,1749 FinntownRoad,Waldoboro,Maine,23,4572,-69.294017,44.07335,Beau Chemin Preservation Farm,www.beaucheminpreservationfarm.com,,,07/01/2014 to 08/15/2014,Mon: 6:00 AM - 7:00 PM;Tue: 6:00 AM - 7:00 PM;Wed: 6:00 AM - 7:00 PM;Thu: 6:00 AM - 7:00 PM;Fri: 6:00 AM - 7:00 PM;Sat: 6:00 AM - 7:00 PM;Sun: 6:00 AM - 7:00 PM;,,Fresh fruits;,04/01/2014 to 10/15/2014,Mon: 7:00 AM - 4:00 PM;Tue: 7:00 AM - 4:00 PM;Wed: 7:00 AM - 4:00 PM;Thu: 7:00 AM - 4:00 PM;Fri: 7:00 AM - 4:00 PM;Sat: 7:00 AM - 4:00 PM;Sun: 7:00 AM - 4:00 PM;,Call ahead to check on availability,Bedding plants; Cut flowers;,01/01/2014 to 12/31/2014,,,Crafts and/or woodworking items; Eggs; Nursery stock;,,,,,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Educational tours/ classes; Pick Your Own/U-Pick operation;  Other: nature hike, bird watcher hike;",0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,0,1
4003105,,7/28/2014 13:29,7/28/2014 13:29,5095 Thoms Run Road,Oakdale,Pennsylvania,42,15071,-80.1330934,40.3739713,Beccari's Farm Market,beccaris.com,www.facebook/beccaris,,07/04/2014 to 10/31/2014,Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 4:00 PM;Sun: 10:00 AM - 4:00 PM;,,Baked goods; Canned or preserved food; Cut flowers; Dairy products; Eggs; Fresh fruits; Fresh vegetables; Honey; Juices;,,,,,,,,,,,,,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,1
4017193,8/15/2014 9:26,9/23/2014 15:02,,1588 Blue Grass Trail,newport,Virginia,51,,-80.446136,37.315092,Bee Berry Farm,http://beeberryfarm.net/,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4014363,,7/29/2014 21:32,7/29/2014 21:32,1442 Globe Road,Lewisburg,Tennessee,47,37091,-86.8713695,35.4242822,Bee Sweet Berry Farm,www.beesweetberryfarm.com,https://www.facebook.com/beesweetberryfarm,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,0,0
4001359,,7/26/2014 18:08,7/26/2014 18:08,1918 Brush Run Road,Gay,West Virginia,54,25244,-81.555851,38.770123,Beeappy Farm,beeappy.com,https://www.facebook.com/BeeappyFarmLLC,,,Fri: 1:00 PM - 6:00 PM;Sat: 1:00 AM - 6:00 PM;,,Eggs; Honey; Poultry products; Soap;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Educational tours/ classes; Family/ youth activities;  Tours of manufacturing facilities; Pony rides; ,0,1,0,1,0,1,0,0,0,0,1,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,1,0
4014083,,3/23/2015 20:06,3/23/2015 20:06,73 Lusscroft Road,Sussex,New Jersey,34,7461,-74.684056,41.221728,Beemerville Orchard,,https://www.facebook.com/pages/Beemerville-Orchard/213134775374677,,07/17/2014 to 12/31/2014,Mon: 9:00 AM - 6:00 PM;Tue: 9:00 AM - 6:00 PM;Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;,Open Mon - Sat 9am - 6pm.  Closed on Sunday.,"Fresh fruits; Fresh vegetables; Honey; Peaches, Apples, Asian Pears, Our own Homemade Cider, Pumpkins;",,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0
4017716,7/12/2015 19:05,7/12/2015 19:12,7/12/2015 19:12,849 N. Aurelius Road,Mason,Michigan,26,48854,-84.526718,42.601714,Beery Farms of Michigan LLC,,,,01/01/2015 to 12/31/2015,,,Non-poultry meat; compost;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4017748,12/17/2015 9:04,12/17/2015 9:19,12/17/2015 9:19,4420 Behnke rd,lena ,Wisconsin,55,54139,-87.980007,44.999195,Behnkes Grass Fed Beef & Pasture Pork,,https://www.facebook.com/Behnkes-Grass-Fed-Beef-And-Pasture-Pork-250614411763880/?fref=ts&ref=br_tf,,,,We are a working Farm Please call 920-829-5196 to make appointment sales of products,Canned or preserved food; Fresh vegetables; Poultry products; Non-poultry meat; Wild harvested forest products;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0
4022332,1/14/2018 11:31,1/14/2018 11:41,1/14/2018 11:41,40650 Sierra maria rd ,Murrieta ,California,6,92562,-117.309869,33.5405,Bel Cielo Villa LLC ,www.belcielovilla.com,Belcielovilla ,,01/01/2018 to 12/31/2018,Sat: 3:00 PM - ;,By appointment;,"Canned or preserved food; Coffee and/or tea; Cut flowers; Eggs; Herbs; Fresh fruits; Fresh vegetables; Olives , olive oil ;",,,,,,,,,,,,,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; ,0,1,0,0,0,0,0,0,0,0,0,Flush toilets; Picnic areas with tables; ,0,1,0,1,0,1,0,1,0
4014357,,3/23/2015 15:27,3/23/2015 15:27,5374 Granville Highway,Granville,Tennessee,47,38564,-85.75698,36.275492,Bell Point Farms,http://bellpointfarms.weebly.com,https://www.facebook.com/pages/Bell-Point-Farms/430747496942129,,05/25/2015 to 09/01/2015,Mon: 12:00 PM - 6:00 PM;Tue: 12:00 PM - 6:00 PM;Wed: 12:00 PM - 5:00 PM;Thu: 12:00 PM - 6:00 PM;Fri: 8:00 AM - 11:00 AM;Sat: 1:00 PM - 7:00 PM;,Open by appointment outside regular business hours.,Canned or preserved food; Herbs; Fresh vegetables;,09/01/2015 to 11/01/2015,Mon: 12:00 PM - 4:00 PM;Tue: 12:00 PM - 4:00 PM;Thu: 12:00 PM - 4:00 PM;Fri: 8:00 AM - 11:00 AM;Sat: 1:00 PM - 6:00 PM;,Open by appointment outside regular business hours.,"Canned or preserved food; Herbs; fall vegetables, gourds, pumpkins;",,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4012932,,1/27/2015 22:48,1/27/2015 22:48,43405 State Road 64 East,Myakka Head,Florida,12,34251,-82.096539,27.459539,Bellablue Berry Farm,www.bellablueberryfarm.com,BellaBlue Berry Farm,,03/15/2015 to 05/30/2015,Sat: 9:00 AM - 6:00 PM;Sun: 10:00 AM - 6:00 PM;,"Check the website,Facebook, or call for updates on fruit availability",Canned or preserved food; Honey; Nursery stock;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,0,1,0
4017767,4/7/2016 18:42,4/7/2016 18:58,4/7/2016 18:58,6140 Guide Meridian,Lynden,Washington,53,98264,-122.485787,48.862824,BelleWood Acres,www.bellewoodfarms.com,BelleWood apples and apple cider,,01/01/2016 to 12/31/2016,Mon: 8:00 AM - 5:00 PM;Tue: 8:00 AM - 5:00 PM;Wed: 8:00 AM - 5:00 PM;Thu: 8:00 AM - 5:00 PM;Fri: 8:00 AM - 5:00 PM;Sat: 8:00 AM - 5:00 PM;Sun: 8:00 AM - 5:00 PM;,Our country cafe opens every day for breakfast and lunch. The Distillery (Spirits from the apples we grow) opens daily at 10:00am.,"Baked goods; Canned or preserved food; Coffee and/or tea; Crafts and/or woodworking items; Fresh fruits; Honey; Juices; Nuts; Prepared foods; Soap; Wine; apples, pumpkins and squash available Sept thru January.;",,,,,,,,,,,,,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Pick Your Own/U-Pick operation; Tours of manufacturing facilities; Corn maze; ",1,1,1,0,1,1,0,0,1,0,0,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4000669,,8/1/2014 16:38,8/1/2014 16:38,685 Argersinger Rd,Fultonviille,New York,36,12072,-74.393467,42.902931,Bellinger's Orchard,www.bellingersorchard.com,https://www.facebook.com/pages/Bellingers-Orchard/117953028227463,https://twitter.com/Bellingersapple,09/08/2014 to 11/22/2014,Mon: 10:00 AM - 5:00 PM;Tue: 10:00 AM - 5:00 PM;Wed: 10:00 AM - 5:00 PM;Thu: 10:00 AM - 5:00 PM;Fri: 10:00 AM - 6:00 PM;Sat: 10:00 AM - 6:00 PM;Sun: 10:00 AM - 6:00 PM;,,Baked goods; Canned or preserved food; Dairy products; Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; Hay rides; Corn maze; ,0,0,0,0,1,0,0,1,1,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,0,0
4017305,8/26/2014 11:33,8/26/2014 11:40,8/26/2014 11:40,14800 sw 31st ct,Davie ,Florida,12,33331,-80.346566,26.081398,Bender's Tropical Grove,Bendersgrove.com,https://www.facebook.com/pages/Benders-Tropical-Grove/119092214773666,https://www.twitter.com/bendersgrove,,Wed: 10:00 AM - 5:00 PM;Sat: 10:00 AM - 5:00 PM;Sun: 10:00 AM - 5:00 PM;,,Fresh fruits; Nursery stock;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, Other: fruit and fruit tree sales;,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,0
4004467,,8/26/2014 14:15,8/26/2014 14:15,850 South Breeze,St. Charles,Missouri,29,63304,-90.658483,38.718752,Benne's Best Meat,www.bennesbest.com,https://www.facebook.com/bennesbest,,01/01/2014 to 12/31/2014,Mon: 11:00 AM - 6:00 PM;Tue: 11:00 AM - 6:00 PM;Wed: 11:00 AM - 6:00 PM;Thu: 11:00 AM - 6:00 PM;Fri: 11:00 AM - 6:00 PM;Sat: 10:00 AM - 4:00 PM;,,Eggs; Fresh vegetables; Poultry products; Non-poultry meat;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0
4001352,,9/16/2014 18:13,9/16/2014 18:13,11896 Old lexington Pike,Walton,Kentucky,21,41094,-84.602742,38.8965,Benton Family Farm,Bentonfamilyfarm@aol.com,https://www.facebook.com/bentonfamilyfarm,https://www.twitter.com/bentonfarms,7/1/2014,Sat: 11:00 AM - 6:00 PM;Sun: 11:00 AM - 6:00 PM;,call 859-485-7000 for day to day info,Fresh fruits; Fresh vegetables;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Celebrations/ corporate events; Educational tours/ classes; Farm meals (lunches, dinners, etc.); Family/ youth activities;  Pick Your Own/U-Pick operation; Hay rides; Corn maze; Pony rides;  Other: barn yard animals.;",1,1,1,1,1,0,0,1,1,0,1,Hand washing station(s); Flush toilets; Picnic areas with tables; ,1,1,0,1,0,1,1,1,0
4003969,,7/30/2014 21:21,7/30/2014 21:20,32589 Berlin Road,Lebanon,Oregon,41,97355,-122.867948,44.519116,Berkey's Blueberries,Berkeysblueberries.com,https://www.facebook.com/pages/Berkeys-Blueberries/119818494730952,,06/25/2014 to 09/05/2014,Mon: 9:00 AM - 5:00 PM;Tue: 9:00 AM - 5:00 PM;Wed: 9:00 AM - 5:00 PM;Thu: 9:00 AM - 5:00 PM;Fri: 9:00 AM - 5:00 PM;Sat: 9:00 AM - 4:00 PM;,,Canned or preserved food; Fresh fruits; Pet food;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); ,1,0,0,0,0,1,1,1,0
4017331,8/27/2014 20:37,4/25/2015 21:27,4/25/2015 21:27,2500 Dahlberg Drive,Morgan Hill ,California,6,95037,-121.683093,37.1146863,Bernal Properties,,,,01/01/2014 to 12/01/2014,Mon: 8:00 AM - 5:00 PM;Tue: 8:00 AM - 5:00 PM;Wed: 8:00 AM - 5:00 PM;Thu: 8:00 AM - 5:00 PM;Fri: 8:00 AM - 5:00 PM;Sat: 8:00 AM - 5:00 PM;,,"Non-poultry meat; BEEF, LAMB AND PORK;",,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0
4015366,,7/30/2014 20:56,7/30/2014 20:56,6126 Jonquil Drive,Greensboro,North Carolina,37,27407,-79.880202,35.958562,Bernies Berries and Produce,Bernies Berries. com,https://www.facebook.com/pages/Bernies-Berries/102612806495165,,04/20/2015 to 10/16/2015,Mon: 7:00 AM - 6:00 PM;Tue: 7:00 AM - 6:00 PM;Wed: 7:00 AM - 6:00 PM;Thu: 7:00 AM - 6:00 PM;Fri: 7:00 AM - 6:00 PM;Sat: 7:00 AM - 6:00 PM;,During strawberry season we will close early if picked over.,Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; ,0,1,0,0,1,0,0,0,0,0,0,Hand washing station(s); Picnic areas with tables; ,1,0,0,1,0,1,1,0,0
4017254,8/23/2014 13:50,8/23/2014 13:57,8/23/2014 13:57,8796 Cottonville Road,Norwood,North Carolina,37,28128,-80.180363,35.220046,Berry Busy Farm LLC,,,,,,"We are open year round with Jams and Honey available, but seasonally with the fresh berries.",Canned or preserved food; Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,1
4004434,,7/27/2014 19:54,7/27/2014 19:54,930 William Gibbs Rd,Tifton,Georgia,13,31793,-83.636509,31.428846,Berry Good Farms LLC,www.berrygoodfaems.com,www.facebook.com/berrygoodfarms,https://www.twitter.com/berrygoodfarms,04/25/2014 to 07/24/2014,Mon: 8:00 AM - 8:00 PM;Tue: 8:00 AM - 8:00 PM;Wed: 8:00 AM - 8:00 PM;Thu: 8:00 AM - 8:00 PM;Fri: 8:00 AM - 8:00 PM;Sat: 8:00 AM - 8:00 PM;Sun: 8:00 AM - 8:00 PM;,,Canned or preserved food; Fresh fruits; Fresh vegetables; Nursery stock; Nuts;,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Educational tours/ classes; Pick Your Own/U-Pick operation; Petting zoo; ,0,1,0,0,1,0,0,0,0,1,0,Hand washing station(s); Flush toilets; Picnic areas without tables; Picnic areas with tables; ,1,1,1,1,0,1,1,1,0
4003446,,7/30/2014 18:45,7/30/2014 18:45,5170 Marshall Road,Garden Valley,California,6,95633,-120.86701,38.847827,Berry Heaven,www.BerryHeavenUSA.com,https://www.facebook.com/pages/Berry-Heaven-USA/184265071641852?ref=hl,,07/11/2014 to 10/03/2014,Wed: 9:00 AM - 6:00 PM;Thu: 9:00 AM - 6:00 PM;Fri: 9:00 AM - 6:00 PM;Sat: 9:00 AM - 6:00 PM;Sun: 10:00 AM - 6:00 PM;,,Baked goods; Canned or preserved food; Fresh fruits; Fresh vegetables; Honey;,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Celebrations/ corporate events; Pick Your Own/U-Pick operation; ,1,0,0,0,1,0,0,0,0,0,0,Picnic areas with tables; ,0,0,0,1,0,1,1,1,0
4012458,,9/16/2014 13:11,9/16/2014 13:11,44578 280th Street,Marion,South Dakota,46,57043,-97.2841075,43.3287083,Berrybrook Organics & U-Pick,www.berrybrookorganics.com,https://www.facebook.com/pages/Berrybrook-Organics/576031785742694,,01/01/2014 to 12/31/2014,,,Eggs;,06/05/2015 to 07/25/2015,,Check website for dates and times.,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pick Your Own/U-Pick operation; ,0,0,0,0,1,0,0,0,0,0,0,Hand washing station(s); Flush toilets; ,1,1,0,0,0,1,1,0,0
